ID,Age,Experience,ZIP Code,Family,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
3535,34,10,95006,3,1,0,0,0,0,1,0
1104,38,14,90037,1,1,0,0,0,0,0,0
2454,43,19,94104,3,3,0,0,0,1,0,0
1818,36,11,94604,4,3,0,0,0,0,1,0
2688,52,27,93561,1,1,452,0,0,1,0,0
1843,53,29,95051,1,2,256,0,0,1,0,0
4437,60,35,90095,2,2,0,0,0,1,0,0
800,29,3,95051,4,3,0,0,0,1,0,0
3819,26,0,94305,4,3,0,0,0,0,0,0
2241,41,17,92868,4,3,167,1,0,0,0,0
4946,42,18,95351,2,1,106,0,0,0,1,0
1736,60,36,95051,3,2,0,0,0,1,1,0
3400,54,29,94720,2,3,97,0,0,0,0,0
1631,41,17,92096,2,2,0,0,0,1,1,0
611,52,28,94132,3,2,275,0,0,0,0,0
2051,41,15,94024,2,3,98,0,0,0,0,0
1855,52,25,95403,3,2,0,0,0,1,0,0
2259,59,33,91320,2,2,0,0,0,0,0,0
3767,59,35,90245,4,2,304,0,0,1,0,1
2048,63,38,90640,3,2,0,0,0,0,1,1
782,56,32,94588,3,3,0,0,0,1,0,1
4562,59,33,91365,3,3,0,0,0,0,0,0
2275,40,15,90034,2,3,0,0,0,1,0,0
4622,57,32,93407,3,1,0,1,1,1,1,0
664,46,20,90503,3,2,0,0,0,0,0,0
1201,36,12,92507,4,1,91,1,0,1,0,0
3391,29,3,94720,3,3,0,0,0,0,0,0
4040,34,9,92152,1,1,0,0,0,1,1,0
290,42,15,92121,3,2,0,0,0,1,1,0
1832,47,22,94118,4,2,115,0,0,1,1,0
4924,40,15,92029,3,1,0,0,0,1,1,0
204,58,34,95747,4,1,0,0,0,1,0,0
2665,54,29,95014,1,2,352,0,0,1,0,1
2817,50,26,92780,2,1,0,0,0,1,0,0
3146,34,10,94305,3,3,0,0,0,0,0,1
1130,30,4,94305,3,1,0,0,1,1,1,1
3511,38,11,92124,3,2,0,0,0,0,0,0
2139,36,11,93611,2,2,166,1,0,0,0,0
4059,39,15,92037,1,3,0,0,0,0,0,0
709,35,10,92182,3,1,115,0,0,0,0,0
4451,44,20,94111,2,1,0,0,0,1,0,0
2008,48,21,94010,3,2,0,0,0,1,1,0
1677,46,20,92821,4,3,104,0,0,1,0,0
599,56,31,92374,2,3,90,0,0,0,0,0
3268,59,35,95818,2,1,120,0,0,1,0,0
3183,58,33,94304,2,2,94,1,0,1,0,0
3446,37,13,94701,1,2,116,0,0,0,1,0
1327,32,5,90024,4,2,0,1,0,1,0,0
4653,38,12,91311,3,1,0,0,0,1,0,1
4416,60,35,90245,2,1,220,0,0,0,1,0
2116,57,31,95070,3,1,0,0,0,0,0,0
640,62,36,92646,2,3,0,0,0,1,1,0
2384,63,39,90033,2,1,0,0,0,1,1,0
1090,53,29,92103,4,2,0,0,0,1,0,0
1167,30,5,91711,4,2,0,0,0,0,1,1
4890,58,28,90073,3,3,0,0,0,1,0,0
2436,34,9,92115,4,2,0,0,0,1,0,0
873,32,7,90095,4,1,0,0,0,1,0,0
4591,58,34,94022,3,2,0,0,0,0,0,1
1673,48,23,94546,3,1,0,0,1,1,1,1
2209,64,40,91109,2,3,185,1,0,1,0,0
4114,28,2,93118,3,2,161,0,0,1,0,0
168,33,9,94305,3,3,0,0,0,1,1,0
3738,44,19,91423,1,3,0,0,0,1,0,0
2957,62,38,91125,4,3,522,0,1,1,1,1
24,44,18,91320,2,1,163,1,0,0,0,0
3963,29,5,93014,1,3,0,0,0,0,0,0
4332,61,37,94720,2,1,306,1,1,1,1,0
2942,60,35,92606,1,1,352,0,0,0,0,0
3914,45,20,92064,3,3,172,0,0,1,0,0
3321,50,25,92104,1,1,0,0,0,0,1,0
2282,57,32,95039,3,2,0,0,0,1,1,0
650,25,-1,92677,4,3,0,0,0,1,0,0
4208,37,11,93305,3,1,0,0,0,1,1,0
594,33,7,90025,4,2,0,0,0,1,0,0
2510,36,11,93401,4,3,81,0,0,0,1,0
4214,49,25,91125,3,2,0,0,0,0,0,0
4779,52,27,90755,4,1,0,0,0,1,1,0
2873,50,26,92630,1,1,0,0,0,0,0,0
2420,63,37,94550,2,3,0,0,0,1,0,0
2391,33,9,95814,3,1,108,0,0,1,0,0
208,34,10,94115,4,2,0,0,0,0,0,0
1633,31,5,95032,2,2,0,0,0,1,0,1
135,53,29,95035,3,2,0,0,0,0,0,0
859,45,19,94720,3,2,0,0,0,1,0,0
2513,58,32,90212,2,1,298,0,0,1,0,0
4604,37,12,91768,1,1,0,0,0,1,0,0
2670,43,18,91902,2,2,0,1,0,0,1,0
489,37,13,94122,3,1,0,0,0,1,0,0
3925,61,37,94609,2,1,0,0,0,1,0,0
3485,45,18,92104,3,2,112,0,0,0,0,0
3421,66,41,94305,1,3,0,0,0,1,1,0
3145,43,18,91711,3,1,0,0,0,1,0,0
2786,34,9,92521,4,3,85,1,1,1,1,0
4750,31,5,94115,3,1,0,0,0,1,0,0
4626,45,21,92037,4,2,81,0,0,0,0,1
4865,41,16,91311,2,3,0,0,0,1,0,0
940,56,32,93943,2,1,0,0,0,1,1,0
2465,60,36,92407,3,2,165,0,0,1,0,0
2930,32,6,94061,4,1,0,0,0,0,0,0
4682,27,3,95503,4,1,0,0,0,0,1,0
3301,62,38,92354,1,2,0,0,0,1,0,0
244,65,39,90095,3,3,99,0,1,1,0,1
4494,52,28,96064,1,2,0,0,0,1,1,0
1091,31,5,94720,4,2,0,0,0,0,0,0
4984,51,26,95370,1,1,0,0,0,0,0,0
2890,53,29,94591,3,2,144,0,0,0,0,0
4082,60,35,92521,1,3,0,0,0,0,1,1
1078,29,3,90095,3,3,329,0,0,1,0,1
58,56,31,95616,2,3,0,0,0,0,0,1
690,54,30,94591,1,1,0,1,1,1,0,0
587,39,14,94305,2,1,0,0,0,1,1,0
3313,47,22,94550,2,1,0,0,0,0,0,0
887,54,29,93907,3,2,0,0,0,0,0,0
3593,33,3,94704,1,3,0,0,0,0,0,0
68,53,23,95123,4,3,132,1,0,0,0,0
2570,35,10,90024,1,1,0,0,0,0,0,0
4558,33,9,95054,2,2,0,0,0,1,0,0
3099,41,16,92024,2,2,0,0,0,0,0,0
4481,55,30,92037,2,3,0,0,0,1,0,1
895,29,4,95064,4,1,232,0,0,1,1,0
4611,37,13,91330,1,2,104,0,0,1,0,0
2805,56,32,95014,3,1,0,0,0,0,0,0
3384,46,22,95135,3,1,213,0,0,1,0,1
1535,59,34,92084,1,1,0,0,0,1,1,0
217,27,3,95521,2,1,0,0,0,0,0,0
2591,46,20,95814,1,3,374,0,1,1,1,1
4672,39,14,95035,1,3,0,0,1,1,1,0
2643,54,29,92096,2,3,0,0,0,1,0,0
3897,48,24,93940,2,1,0,0,1,1,1,0
1678,34,10,92173,1,2,131,0,0,0,0,0
351,39,14,94301,1,3,0,1,0,1,0,0
2066,29,5,92354,3,1,0,0,0,1,1,0
2095,57,31,90024,3,1,208,0,0,0,1,0
4638,44,19,92054,4,3,0,0,0,1,1,0
4578,63,37,90401,2,3,0,0,0,1,1,0
4861,51,25,93106,3,2,128,0,0,1,0,0
3768,40,16,95819,4,1,0,0,0,1,1,0
4565,58,32,90095,2,1,148,0,0,0,0,0
1761,41,16,94309,4,2,0,0,0,1,0,0
1834,34,9,94303,1,3,0,0,0,0,0,1
1307,34,9,94115,4,3,0,0,0,1,1,0
238,62,38,92521,1,3,0,0,0,1,0,0
1421,30,4,91605,1,1,0,0,1,1,1,0
1853,32,6,94596,4,3,167,0,0,0,0,0
3983,24,0,94566,1,1,0,0,0,1,0,0
1744,50,24,94701,4,1,109,0,0,1,0,0
2028,38,12,94596,2,1,380,0,0,0,0,0
3222,40,16,93407,1,1,0,1,0,1,0,0
2430,33,7,95616,4,2,0,0,0,1,1,0
4842,59,35,92870,4,1,135,0,0,1,0,0
4261,57,31,94105,1,1,0,0,0,1,0,0
1991,32,8,92807,1,3,76,0,0,1,1,0
3597,44,20,94720,1,1,0,0,0,0,0,0
3526,59,34,96651,4,2,0,0,0,0,0,0
2971,54,30,95039,2,3,0,1,0,0,0,1
1318,55,30,95521,2,3,0,0,0,1,0,0
276,49,24,94706,4,3,0,1,0,0,0,0
660,63,39,93009,4,2,0,0,0,1,1,0
3113,56,32,92677,2,3,0,0,0,1,0,0
4360,38,12,95054,2,1,0,0,0,1,0,0
3021,44,20,95193,1,1,392,0,0,1,0,0
1256,27,1,95354,2,3,185,0,0,1,1,0
1483,60,35,94143,1,1,0,0,0,1,0,0
1496,52,28,92647,3,3,147,0,0,1,0,1
1497,36,12,91330,1,3,0,0,0,0,1,0
109,33,7,95136,1,3,166,0,0,1,0,0
3439,43,17,94806,1,1,271,0,0,1,0,0
2674,54,30,92647,4,2,122,0,0,1,0,0
501,59,33,92177,2,1,0,0,0,0,0,0
2642,29,5,90095,1,1,212,0,0,1,0,0
2109,56,32,94132,3,1,0,1,0,1,0,0
4806,30,6,90630,1,1,249,0,0,1,0,0
4194,62,37,95008,3,1,0,0,0,1,0,0
659,52,26,91711,3,3,0,0,0,0,0,0
2553,39,15,95822,1,3,0,0,0,0,0,0
357,56,30,94704,2,3,88,0,0,0,0,0
2022,46,20,91380,4,3,0,0,0,1,0,1
1095,50,24,94086,4,1,0,0,0,1,1,0
2345,65,40,94608,3,1,102,0,0,1,1,0
2324,31,7,94542,2,2,315,0,0,0,0,0
906,46,22,94720,1,1,84,0,0,1,1,0
3214,39,9,90212,3,3,116,0,0,1,0,0
2920,35,10,94542,3,1,0,0,1,1,1,0
1545,39,15,92123,1,1,116,0,0,1,1,0
1539,55,30,95820,4,3,157,0,0,1,0,0
1615,47,23,94920,1,2,0,1,1,1,1,0
386,35,9,93943,3,1,0,0,0,1,0,0
446,58,32,94590,3,3,0,0,0,1,0,0
1966,45,20,90095,3,3,0,0,0,1,0,0
1907,42,17,92866,2,1,275,0,0,1,0,0
1554,46,22,95616,3,1,0,0,0,0,0,0
3152,43,19,94110,3,1,0,0,0,0,0,0
564,51,27,94608,4,1,0,0,0,1,0,0
3829,31,6,95616,4,1,122,0,0,1,0,0
4936,59,33,94022,2,1,0,0,0,1,0,0
4713,25,0,94309,2,3,0,0,0,0,1,0
3427,31,5,90025,2,3,189,0,0,1,0,0
2975,42,18,95008,4,1,0,0,0,1,0,0
4987,32,6,95825,1,3,0,0,0,0,0,0
3833,62,38,90230,2,1,0,0,0,0,1,0
36,48,24,92647,3,1,0,0,0,0,0,0
2859,36,11,95054,2,1,114,0,0,1,1,0
1381,60,34,92103,2,1,0,0,0,1,0,0
2332,61,37,90245,4,3,0,0,0,0,0,0
428,32,7,92521,3,1,116,0,0,0,1,0
2567,30,5,94305,1,1,184,0,0,0,0,0
2301,66,41,93711,3,1,0,0,0,0,0,0
2730,58,34,90007,4,1,0,0,0,1,0,0
288,37,12,92110,3,2,0,0,0,0,1,0
3352,52,26,92121,1,1,0,0,0,1,0,0
3864,34,10,91770,4,2,0,0,0,1,0,0
2281,33,7,94920,2,3,132,0,0,0,0,0
3015,60,34,91311,1,3,166,0,0,1,0,0
3862,65,40,90025,1,2,0,0,0,0,0,0
1172,64,40,95014,1,2,0,0,0,1,0,0
4049,27,2,90049,2,3,119,1,0,1,0,0
4,35,9,94112,1,2,0,0,0,0,0,0
4676,35,11,91360,1,1,137,0,0,1,1,0
3237,44,14,94112,1,3,0,0,0,0,1,0
3652,49,23,90504,1,3,0,0,0,0,1,1
3907,61,35,90245,1,3,0,0,0,1,0,0
1115,32,8,95827,1,1,0,0,0,1,1,0
2289,35,11,94706,3,2,0,0,0,1,0,0
3289,56,30,94122,4,1,292,0,0,0,0,1
477,60,34,92717,1,2,0,1,0,0,1,0
4488,38,14,94583,1,2,0,0,0,1,1,0
460,35,10,91107,2,1,458,0,0,0,0,0
2983,59,33,95120,3,1,0,0,0,1,0,0
2153,62,38,94304,3,3,128,0,0,1,0,0
2595,48,23,94024,1,2,0,0,0,0,0,0
3228,31,7,94720,1,3,0,0,0,1,0,0
4281,42,18,95136,2,1,0,1,1,1,1,0
3554,41,16,95070,1,1,0,0,0,0,0,0
405,61,36,92866,3,2,182,0,0,0,0,0
4837,54,24,93943,3,3,218,0,0,0,1,0
266,49,23,94305,4,3,98,1,0,0,0,0
4752,41,17,92697,1,1,0,0,0,0,1,0
2635,34,9,94303,1,1,194,0,0,0,0,0
4545,28,4,95819,3,1,0,0,0,1,0,0
2064,56,30,94080,2,3,0,0,0,1,0,0
2364,39,13,90095,2,2,90,0,0,1,0,0
1646,56,32,92096,4,2,90,1,0,1,0,0
1207,63,37,95035,4,3,0,0,0,0,0,1
870,54,30,93014,2,1,0,0,0,0,1,0
656,50,25,91109,2,3,0,0,0,0,0,0
1428,31,5,95828,2,1,119,0,0,1,1,0
4549,58,33,93109,4,1,241,0,0,0,0,0
267,63,38,94720,2,1,0,0,0,1,0,0
1108,47,21,94110,3,1,185,0,0,1,1,0
541,25,-1,94010,4,3,314,0,0,1,0,0
3049,63,39,90275,1,1,103,0,0,1,0,0
4166,63,38,91768,2,3,183,0,0,0,0,1
1514,45,21,95211,2,1,354,0,0,0,0,0
1915,48,24,95616,1,2,186,0,0,1,0,0
2936,53,23,93023,1,3,0,0,0,1,1,0
612,49,23,94701,4,1,83,0,0,0,0,0
580,57,33,93524,1,2,0,0,0,1,0,0
4583,25,-1,92691,3,3,0,0,0,1,0,0
71,42,18,91335,1,1,0,0,0,0,1,0
4323,38,14,91320,2,1,0,0,0,0,0,0
3255,61,37,93907,2,3,0,0,0,1,0,0
1905,38,14,95060,2,1,0,0,0,1,0,0
1211,50,24,93943,4,1,0,0,0,1,0,0
4408,37,13,90755,2,2,0,0,0,1,1,0
1989,52,28,91301,1,1,120,0,0,1,0,0
4732,37,11,91711,2,3,0,0,0,1,1,0
3101,52,27,90024,4,2,0,0,0,0,1,0
324,59,34,90034,1,1,0,0,0,0,0,1
4718,29,5,95449,1,1,0,0,0,1,0,0
1156,41,16,92653,2,1,0,0,0,0,1,0
4512,41,17,91911,1,1,0,0,0,1,1,0
2618,44,20,92037,2,1,0,0,0,1,0,0
654,49,23,92691,2,2,205,0,0,0,1,0
4219,52,27,94005,4,2,0,0,0,0,1,0
3163,33,7,94109,4,1,0,0,0,1,0,0
4422,63,38,94707,4,2,100,0,0,1,1,0
2012,46,21,92507,4,2,0,0,0,1,0,0
1446,47,21,90095,1,1,0,0,0,0,0,0
3053,54,30,94720,2,3,0,0,0,0,1,0
2283,38,14,94110,2,1,0,0,0,1,1,0
2687,50,24,95053,2,3,0,0,0,0,0,0
952,59,34,94105,2,3,0,0,0,1,0,1
4036,34,9,93955,2,3,0,0,1,1,0,1
559,30,5,95064,4,2,0,1,0,0,0,0
993,34,9,94608,1,1,0,0,0,1,0,0
1926,43,19,90245,1,1,218,0,0,1,0,0
4335,55,29,92130,1,2,0,0,0,0,0,0
1643,27,3,95814,3,1,0,0,0,1,1,0
2279,30,4,91107,2,1,0,0,0,1,0,0
2592,31,7,95131,4,2,0,0,0,0,0,0
2763,56,31,93403,2,1,0,0,0,1,0,0
4895,48,22,93950,1,3,0,1,0,0,0,0
1208,38,12,94301,4,2,0,0,0,0,1,0
1786,29,3,94080,2,1,0,0,0,1,0,0
42,34,9,94122,3,1,0,0,0,0,0,0
10,34,9,93023,1,3,0,0,0,0,0,1
798,42,17,94998,3,3,0,0,0,1,0,0
2152,41,16,91730,2,2,105,0,0,0,0,0
3110,60,34,93940,3,3,0,1,0,1,0,0
2224,53,28,91711,3,2,0,1,0,0,0,0
1869,25,1,92833,1,1,0,0,0,1,1,0
1267,64,39,92121,1,3,0,0,0,0,1,0
260,56,30,94107,1,1,77,0,0,1,0,0
151,46,22,94107,2,1,0,0,1,1,1,0
4239,43,19,92093,2,1,464,0,0,1,0,0
576,54,30,91107,1,2,0,0,0,1,0,0
1052,33,7,92886,4,1,141,1,0,0,0,0
3695,38,8,92037,1,3,0,0,0,1,0,0
2168,65,40,94596,1,1,0,0,0,1,0,0
1062,47,22,91105,1,3,0,0,0,1,0,0
4586,35,11,94010,1,3,571,0,1,1,1,1
1976,29,3,94132,2,1,0,0,0,1,1,0
544,63,38,94704,3,1,90,0,0,0,1,0
2318,31,5,95814,3,3,319,1,1,0,1,1
4697,59,35,92103,4,3,0,0,0,0,0,0
3837,45,19,95616,3,2,0,0,0,1,1,0
4423,57,31,94607,2,3,422,0,1,1,1,1
1050,35,10,94501,4,3,0,0,0,1,0,0
1040,41,16,94304,2,3,0,0,0,1,0,1
4086,28,2,94609,3,2,0,0,0,1,0,0
4117,24,-2,90065,2,1,0,0,0,1,0,0
3206,59,33,92407,1,1,0,0,0,1,1,0
3744,40,14,94720,4,2,194,0,0,1,1,0
1370,57,33,91902,1,3,0,0,0,0,0,0
4280,39,15,94608,2,2,86,0,0,1,1,0
3780,53,27,93407,4,1,0,0,0,1,1,0
1813,43,19,95054,1,1,0,0,0,1,0,0
1210,46,21,91304,3,2,228,0,0,0,1,0
4158,34,10,94545,3,3,0,0,0,1,0,0
2634,49,25,95054,3,1,106,0,0,1,0,0
142,35,11,95831,3,1,149,0,0,1,1,0
719,56,31,90024,2,3,137,0,1,1,1,0
608,28,3,95014,1,3,0,0,0,0,0,1
1065,41,17,95008,3,2,0,0,0,1,0,1
4204,59,33,93106,4,2,0,0,0,0,0,0
4305,64,39,95678,3,2,80,0,0,1,0,0
4814,49,23,95023,3,2,142,0,0,1,1,0
1325,52,28,95064,1,1,0,0,0,1,0,0
3782,65,40,94104,1,1,333,0,1,1,1,0
3830,65,39,92038,1,3,0,0,0,1,1,0
2572,34,8,91768,2,3,89,0,0,0,0,0
2287,62,36,94122,1,3,128,0,0,1,0,0
1748,29,5,90717,4,2,89,0,0,0,1,0
1801,57,33,94080,3,1,181,1,1,1,1,0
3896,36,12,94104,3,1,216,0,0,0,0,0
3160,57,33,92831,3,1,240,0,0,0,0,0
4276,63,38,95616,4,2,0,0,0,0,0,0
2297,27,3,94305,2,1,0,0,0,0,1,0
2291,38,13,91942,4,3,0,0,0,1,0,0
2499,38,14,92028,2,1,326,0,0,0,0,0
4989,34,8,95134,1,1,136,0,0,0,1,0
4189,30,4,90041,4,3,0,0,0,0,0,0
1237,31,6,95762,4,2,116,0,0,1,0,0
2646,36,12,95125,2,1,0,0,0,1,0,0
4234,32,7,95929,2,1,0,0,0,1,0,0
2474,57,32,92182,4,1,147,0,0,0,0,0
1164,34,9,94720,2,1,227,0,0,1,0,0
515,27,1,91730,3,3,0,0,0,1,0,0
828,63,37,94542,2,3,88,0,0,1,1,0
2484,44,18,93943,4,1,0,1,0,0,0,0
2588,60,33,94998,4,2,0,0,0,1,0,0
3812,47,23,94061,4,1,0,0,0,1,0,0
3746,27,3,90640,1,1,118,0,0,1,0,0
75,28,3,94611,2,1,0,0,0,0,1,0
3462,57,27,92007,3,3,142,0,0,1,0,0
1247,48,22,91775,1,3,241,0,0,1,0,0
621,33,8,91129,4,2,0,0,0,1,0,1
4736,34,9,94707,4,2,323,0,0,1,0,0
1200,29,4,92064,2,1,184,0,0,1,0,0
1140,55,28,95616,3,2,0,0,0,1,0,0
3055,45,21,92697,4,2,0,0,1,1,1,1
2882,49,25,92103,4,3,0,0,0,1,0,0
1824,33,8,91320,1,1,0,0,0,1,1,0
3490,36,12,91320,3,1,0,1,0,0,0,1
2986,48,23,94606,4,3,0,0,0,0,0,0
3027,44,20,90254,4,1,228,0,0,0,1,0
131,28,4,94801,3,1,276,0,0,1,0,0
842,57,33,94542,1,1,0,1,0,0,0,0
4857,56,31,92069,4,3,0,0,0,1,0,0
2208,38,12,90245,1,3,158,0,0,1,0,1
1679,56,30,94035,2,1,0,0,0,0,0,0
26,43,19,94305,3,1,97,0,0,1,0,0
203,30,3,94306,4,2,0,0,0,1,0,0
3879,35,11,92064,2,1,0,0,0,1,1,0
2809,53,27,94583,3,3,136,0,0,1,0,0
37,59,35,94720,1,1,0,0,0,0,1,0
1101,42,16,91711,1,1,0,0,0,1,0,0
3219,40,16,94122,2,1,325,0,0,1,0,0
557,60,34,93105,3,3,129,0,0,1,0,0
1092,41,17,94720,3,3,0,0,0,1,1,0
2313,48,22,91345,2,2,0,0,0,1,0,0
4132,48,23,94534,4,2,122,0,0,0,0,0
4088,52,28,94583,4,3,0,0,0,0,0,1
1054,58,32,95819,1,2,0,0,0,1,0,0
1957,42,18,94539,4,1,184,0,0,0,0,0
3643,55,29,92704,4,3,0,1,0,1,0,0
138,49,25,95054,2,1,0,0,0,0,0,0
1747,62,36,90740,3,3,0,0,0,1,1,0
1166,43,19,91203,1,1,0,0,0,0,0,0
279,50,26,91125,4,1,0,0,0,1,0,0
2716,42,18,90089,1,1,0,0,0,1,0,0
2814,48,22,94303,2,3,0,0,0,1,0,0
1400,40,16,92009,4,1,0,0,0,1,0,0
4442,62,36,92709,2,3,0,0,0,0,0,0
117,54,29,92831,1,2,0,0,0,1,0,0
860,63,37,92182,3,2,170,0,0,0,0,1
3698,39,13,95616,3,3,0,0,0,0,0,0
1144,33,7,94022,1,3,0,0,0,1,0,1
3,39,15,94720,1,1,0,0,0,0,0,0
384,44,18,94608,1,1,0,0,0,1,0,0
3966,39,15,91941,2,1,0,0,0,1,0,0
2650,33,8,92407,4,1,0,0,0,1,0,0
896,43,17,94608,4,3,289,1,1,1,1,0
3989,59,35,91330,1,3,0,0,1,0,1,1
3303,37,11,94501,2,3,0,0,0,0,0,0
971,57,32,94928,2,1,236,0,0,1,0,0
3375,57,31,91360,1,3,0,0,0,0,0,0
1998,54,30,92093,1,3,0,0,0,1,0,0
2219,38,13,92634,2,2,0,0,0,0,0,0
4889,25,1,93106,1,1,158,0,0,1,0,0
922,31,5,92096,3,1,126,0,0,1,1,0
4424,61,36,95816,3,2,100,1,0,0,0,0
3182,39,15,95827,1,1,0,0,0,1,0,0
1827,59,33,91105,1,1,171,0,0,0,0,0
2641,39,13,94309,2,1,0,0,0,1,0,0
2812,36,12,94065,4,2,145,0,0,0,0,0
976,63,38,92122,2,1,0,0,0,0,0,1
3137,60,34,95354,3,3,94,1,1,0,1,0
3559,60,34,94065,3,1,0,0,0,1,0,0
3314,48,24,91950,1,3,0,0,0,0,0,0
2718,23,-2,95422,4,2,0,0,0,1,1,0
1353,51,27,90401,4,2,0,0,0,1,0,0
2958,61,36,92717,3,2,0,0,0,1,0,0
1567,61,35,95064,1,2,128,0,0,1,0,0
2396,44,17,95064,3,2,0,0,0,0,1,0
2678,32,8,91423,3,1,0,0,0,1,0,0
1946,57,33,93106,3,1,151,1,0,1,0,0
4030,31,5,94301,2,1,0,1,0,1,0,0
1936,34,9,94086,1,3,0,0,1,1,1,1
745,45,20,94720,2,1,0,1,0,1,0,0
4463,33,7,95630,4,1,0,0,0,1,1,0
337,36,12,95051,3,2,0,0,0,1,0,0
491,34,10,94303,2,1,0,0,0,1,0,0
1805,40,16,92661,4,1,0,1,0,1,0,0
2898,28,2,92161,4,3,0,0,0,0,0,0
1963,28,4,90019,1,1,0,0,0,0,0,0
2507,66,42,94590,1,2,0,0,0,1,1,0
105,56,32,93311,4,1,166,0,0,1,1,0
3291,52,27,92038,1,3,0,0,0,0,0,0
3235,37,12,91107,3,2,0,0,0,1,0,0
1868,65,39,94553,2,1,0,0,0,0,0,0
407,45,19,92354,1,1,0,0,0,0,0,0
2131,55,31,94607,3,1,0,0,0,0,1,0
1157,49,25,94305,4,1,87,0,0,0,0,0
321,60,34,90266,1,2,248,0,0,0,0,0
1697,45,21,91024,2,1,132,0,0,0,0,0
3840,31,5,93010,2,3,0,0,0,1,0,0
2387,31,5,94542,3,1,0,0,0,1,0,0
802,47,23,92612,4,1,0,0,0,1,0,0
4470,40,14,94025,3,3,0,1,1,1,1,0
2121,41,17,93106,1,3,0,0,0,1,0,0
4707,60,36,92626,2,1,0,0,0,0,0,0
2464,35,9,92009,4,1,0,0,0,1,0,0
3066,39,15,92354,1,1,368,1,0,1,0,0
4944,26,0,96003,1,2,0,0,0,1,0,0
4180,29,3,94122,1,3,0,0,0,0,0,1
4674,50,23,95503,2,2,88,0,0,1,1,0
3607,43,18,96145,2,3,96,0,0,1,1,0
1023,27,3,95605,1,2,0,0,0,1,0,1
2104,37,13,90630,2,1,0,0,0,1,1,0
4135,35,11,92154,4,2,131,0,0,0,0,0
1332,31,7,92692,1,1,0,0,0,1,0,0
4472,56,30,94588,3,1,302,0,0,0,0,0
130,41,16,92131,3,3,0,0,0,0,1,0
1461,40,16,92677,4,3,0,0,0,1,1,0
1635,59,34,95814,3,2,104,0,1,1,1,0
2736,36,12,92131,3,2,165,0,0,1,0,0
4497,51,25,95616,4,1,0,0,0,0,0,0
442,52,27,93555,1,2,0,1,0,1,0,0
3690,36,12,94708,3,1,205,0,0,0,1,0
3743,32,8,94596,1,1,0,0,1,1,1,0
3912,52,26,94025,2,3,148,0,0,0,1,0
2466,58,34,90059,2,1,123,0,0,1,0,0
2630,44,18,93943,2,3,0,0,0,1,0,0
1411,60,35,92126,4,1,0,0,0,0,0,0
3895,32,6,92886,1,1,81,0,0,1,1,0
1916,37,11,91911,3,1,0,1,0,0,0,0
161,29,0,95819,4,3,0,0,0,0,0,1
516,41,16,92780,1,3,211,0,0,0,1,0
979,52,26,92068,1,3,0,0,0,1,1,0
3318,65,41,90035,3,3,0,0,0,0,0,0
3779,66,41,95814,4,2,0,0,0,0,0,0
2802,58,34,91016,4,1,177,0,0,1,0,0
1620,45,21,90005,1,3,0,0,0,1,0,0
4511,64,39,93109,3,3,0,0,0,0,0,0
4629,27,1,94801,3,2,0,0,0,0,0,1
4523,31,5,90630,1,1,0,0,0,0,0,0
2852,61,36,95449,3,2,0,0,0,1,0,0
4479,33,9,91380,1,3,0,0,0,0,0,0
1389,52,28,90212,4,1,0,0,0,0,0,0
451,51,25,95747,1,1,0,0,0,1,1,0
104,43,18,95670,2,2,0,0,0,1,0,0
1048,55,31,94143,4,2,0,0,0,0,0,0
997,33,6,92037,2,2,214,0,0,0,0,0
1622,31,6,92093,4,1,114,0,0,1,0,0
4192,42,15,91711,3,2,132,0,0,0,0,0
3052,60,35,94538,3,1,0,0,0,1,0,0
616,63,37,93943,2,1,0,0,0,0,0,0
4256,59,35,90095,2,1,0,0,0,1,0,0
4802,34,10,94404,2,1,121,0,0,1,0,0
2292,47,23,95449,1,1,323,0,0,0,0,0
1691,26,1,95521,1,1,0,0,0,0,0,0
2113,27,2,93117,1,1,120,0,0,1,0,0
1776,46,22,91360,1,3,117,0,0,0,0,0
2675,30,6,90245,2,1,0,0,0,1,0,0
3370,34,10,95616,4,2,0,0,0,1,0,0
583,44,18,95678,1,3,155,0,0,0,0,0
4734,49,23,90032,1,1,0,0,0,1,0,0
1018,31,5,94305,4,3,170,0,0,0,0,0
1006,38,12,95112,2,1,0,1,0,1,0,0
2811,58,34,93943,4,2,201,0,0,0,0,0
4409,64,40,93403,2,2,0,0,1,1,1,1
1694,57,31,95616,1,1,0,0,0,0,0,0
307,55,29,92373,3,1,0,0,0,1,1,0
2298,59,35,94063,3,2,0,0,0,1,1,0
3539,26,0,93561,1,2,0,0,0,0,0,0
2180,49,23,90024,1,2,0,0,0,0,0,0
4450,30,6,95211,1,3,0,0,0,0,1,0
1772,46,21,95023,2,3,0,0,0,1,0,0
1440,59,29,94025,1,3,0,0,0,0,0,0
1079,51,27,92709,2,1,182,0,0,0,1,0
4719,32,6,91107,3,1,0,1,0,1,0,0
3078,46,21,95112,1,1,110,1,0,1,0,0
3512,37,11,94609,1,3,0,0,0,1,0,0
2780,59,35,95521,4,2,0,0,0,1,0,1
697,51,27,92251,2,3,82,0,0,1,0,0
4131,56,30,91910,1,2,125,0,0,1,0,0
4187,33,9,90005,4,1,81,0,0,0,1,0
3938,39,15,91604,2,1,92,0,0,0,1,0
